Depart,Arrivee,Distance
RHO,EIN,2452274.90511
RTM,AGP,1838731.50167
RTM,ALC,1569314.82481
RTM,AYT,2655137.1117
RTM,BCN,1198758.79282
RTM,BJV,2441514.90714
RTM,BUD,1175503.39638
RTM,EGC,843823.570356
RTM,EIN,85717.6683218
RTM,FAO,1924966.24558
RTM,FCO,1273858.52345
RTM,GRO,1125316.16933
RTM,HER,2472234.1056
RTM,IBZ,1474063.34897
RTM,MAD,1413566.78159
RTM,MPL,932565.033608
RTM,NCE,945612.173065
RTM,PMI,1385446.06353
RTM,PRG,716629.549086
RTM,RAK,2479858.97969
RTM,RHO,2537315.65621
RTM,SAW,2251014.48309
RTM,SPU,1286258.14441
RTM,TLN,993391.205084
RTM,VIE,964750.97552
RTM,VLC,1437111.4053
SAW,AMS,2246493.13857
SAW,EIN,2169403.36256
SAW,RTM,2251014.48309
SID,AMS,4640362.92431
SKG,AMS,1904809.30723
SMI,RHO,176824.653433
SPC,AMS,3221410.37863
SPU,RTM,1286258.14441
SUF,CTA,190129.984523
SVQ,AMS,1852069.26419
SVQ,LEI,318753.792565
TFS,AMS,3223920.29784
TFS,LPA,117114.463205
TLN,RTM,993391.205084
TLV,AMS,3311991.65892
TRN,AMS,818004.385528
TXL,EIN,555228.127128
VCE,AMS,936914.277016
VCE,EIN,836761.298816
VIE,RTM,964750.97552
VLC,AMS,1481113.72765
VLC,EIN,1405057.57446
VLC,RTM,1437111.4053
VOL,AMS,2007647.30708
VRN,AMS,889028.002273
ZTH,AMS,2045772.97716
YEV,YGH,307056.195076
YGH,YEV,307056.195076
YGH,YVQ,138321.660782
YVQ,YGH,138321.660782
YVQ,ZFN,145220.830743
YWJ,YZF,616418.768022
YWJ,ZFN,122571.713291
YZF,YWJ,616418.768022
ZFN,YVQ,145220.830743
ZFN,YWJ,122571.713291
BKK,HKG,1689332.66111
CKG,HKG,1098072.19215
CTU,HKG,1351621.869
DPS,HKG,3456087.97297
FOC,HKG,709019.168783
HAK,HKG,445119.049805
HAN,HKG,845815.844511
HGH,HKG,1094102.47259
HKG,BKK,1689332.66111
HKG,CKG,1098072.19215
HKG,CTU,1351621.869
HKG,DPS,3456087.97297
HKG,FOC,709019.168783
HKG,HAK,445119.049805
HKG,HAN,845815.844511
HKG,HGH,1094102.47259
HKG,KOJ,1966820.74718
HKG,KWE,859910.079389
HKG,KWL,510024.303814
HKG,NKG,1157316.3245
HKG,NNG,590973.805328
HKG,OKA,1456694.72219
HKG,PEK,1992044.07234
HKG,PVG,1255701.97885
HKG,SGN,1492964.66008
HKG,SHA,1232037.21892
HKG,SYX,647098.842196
HKG,TPE,806074.312445
HKG,TSN,1897926.00535
HKG,TYN,1721030.45578
HKG,XMN,496489.108336
HKG,XUZ,1354207.38171
HRB,HKG,2823267.57833
KOJ,HKG,1966820.74718
KWE,HKG,859910.079389
KWL,HKG,510024.303814
NKG,HKG,1157316.3245
NNG,HKG,590973.805328
OKA,HKG,1456694.72219
PEK,HKG,1992044.07234
PVG,HKG,1255701.97885
SGN,HKG,1492964.66008
SHA,HKG,1232037.21892
SYX,HKG,647098.842196
TPE,HKG,806074.312445
TSN,HKG,1897926.00535
TYN,HKG,1721030.45578
XMN,HKG,496489.108336
XUZ,HKG,1354207.38171
AER,TAS,2409437.70012
ALA,TAS,678940.066666
ATQ,TAS,1169998.13068
AZN,DME,2986001.97093
AZN,LED,3570180.57949
AZN,TAS,259628.476211
BHK,DME,2615656.88182
BHK,LED,3250938.20699
BHK,TAS,437731.292524
BKK,TAS,4317974.88311
CDG,TAS,5133417.41157
CDG,UGC,4504213.73308
DEL,TAS,1579501.6795
DME,AZN,2986001.97093
DME,BHK,2615656.88182
DME,FEG,2982365.39735
DME,KSQ,2775066.30426
DME,NCU,2123458.25436
DME,NMA,2921852.0615
DME,NVI,2624201.9467
DME,SKD,2760329.65236
DME,TAS,2765627.60654
DME,TMJ,2985320.61658
DME,UGC,2254528.30034
DXB,TAS,2194150.04852
FCO,TAS,4656948.00042
FEG,DME,2982365.39735
FEG,KZN,2360727.22062
FEG,LED,3572805.33393
FEG,TAS,230191.146053
FRA,TAS,4686492.71387
FRU,TAS,472822.449261
GYD,TAS,1616595.43328
ICN,TAS,4843743.38756
IST,TAS,3358767.3769
JFK,RIX,6745697.59182
KBP,TAS,3102564.64445
KGD,TAS,3827628.42696
KJA,TAS,2354938.31626
KRR,TAS,2463963.35178
KSQ,DME,2775066.30426
KSQ,LED,3407842.40511
KSQ,TAS,392945.875745
KUF,TAS,1970192.08936
KUL,SIN,297520.718244
KUL,TAS,5369431.05041
KZN,FEG,2360727.22062
KZN,SKD,2196993.14683
KZN,TAS,2157779.01126
LED,AZN,3570180.57949
LED,BHK,3250938.20699
LED,FEG,3572805.33393
LED,KSQ,3407842.40511
LED,NMA,3508776.38762
LED,NVI,3254277.74748
LED,SKD,3383096.65769
LED,TAS,3364848.89361
LED,UGC,2899322.58528
LHR,TAS,5260558.40465
MRV,TAS,2155418.65705
MXP,UGC,4130431.24165
NCU,DME,2123458.25436
NCU,TAS,810812.313418
NMA,DME,2921852.0615
NMA,LED,3508776.38762
NMA,OVB,1759904.06687
NMA,SVX,1915435.26689
NMA,TAS,193009.934742
NRT,TAS,6042494.43364
NVI,DME,2624201.9467
NVI,LED,3254277.74748
NVI,TAS,369006.294615
OVB,NMA,1759904.06687
OVB,TAS,1816213.65377
PEK,TAS,3941637.7055
RIX,JFK,6745697.59182
RIX,TAS,3640760.88554
ROV,TAS,2423166.0822
SHJ,TAS,2178821.54724
SIN,KUL,297520.718244
SIN,TAS,5638130.49998
SKD,DME,2760329.65236
SKD,KZN,2196993.14683
SKD,LED,3383096.65769
SKD,TAS,260255.305641
SVX,NMA,1915435.26689
SVX,TAS,1826305.39807
TAS,AER,2409437.70012
TAS,ALA,678940.066666
TAS,ATQ,1169998.13068
TAS,AZN,259628.476211
TAS,BHK,437731.292524
TAS,BKK,4317974.88311
TAS,CDG,5133417.41157
TAS,DEL,1579501.6795
TAS,DME,2765627.60654
TAS,DXB,2194150.04852
TAS,FCO,4656948.00042
TAS,FEG,230191.146053
TAS,FRA,4686492.71387
TAS,FRU,472822.449261
TAS,GYD,1616595.43328
TAS,ICN,4843743.38756
TAS,IST,3358767.3769
TAS,KBP,3102564.64445
TAS,KGD,3827628.42696
TAS,KJA,2354938.31626
TAS,KRR,2463963.35178
TAS,KSQ,392945.875745
TAS,KUF,1970192.08936
TAS,KUL,5369431.05041
TAS,KZN,2157779.01126
TAS,LED,3364848.89361
TAS,LHR,5260558.40465
TAS,MRV,2155418.65705
TAS,MXP,4795504.22563
TAS,NCU,810812.313418
TAS,NMA,193009.934742
TAS,NRT,6042494.43364
TAS,NVI,369006.294615
TAS,OVB,1816213.65377
TAS,PEK,3941637.7055
TAS,PRG,4283692.67557
TAS,RIX,3640760.88554
TAS,ROV,2423166.0822
TAS,SHJ,2178821.54724
TAS,SIN,5638130.49998
TAS,SKD,260255.305641
TAS,SVX,1826305.39807
TAS,TJM,1793924.14931
TAS,TLV,3212261.50266
TAS,TMJ,473018.091494
TAS,TSE,1098596.32254
TAS,UFA,1778220.12036
TAS,UGC,720985.170837
TAS,URC,1515090.35872
TAS,VOG,2118660.3435
TJM,TAS,1793924.14931
TLV,TAS,3212261.50266
TMJ,DME,2985320.61658
TMJ,TAS,473018.091494
TSE,TAS,1098596.32254
UFA,TAS,1778220.12036
UGC,BHK,381280.79087
UGC,DME,2254528.30034
UGC,LED,2899322.58528
UGC,TAS,720985.170837
UGC,VOG,1502559.60701
URC,TAS,1515090.35872
VOG,TAS,2118660.3435
VOG,UGC,1502559.60701
BVV,UUS,437957.380343
CTS,UUS,464475.386811
DEE,UUS,424593.097197
EKS,UUS,
HRB,KHV,749339.15378
ICN,UUS,1695378.58046
KHV,HRB,749339.15378
KHV,UUS,591822.015032
NRT,UUS,1251990.67507
OHH,UUS,744569.59181
UUS,BVV,437957.380343
UUS,CTS,464475.386811
UUS,DEE,424593.097197
UUS,EKS,
UUS,HRB,1271484.74581
UUS,NRT,1251990.67507
UUS,OHH,744569.59181
KLW,KTN,89400.1605289
KTN,KLW,89400.1605289
BHV,KHI,668659.438464
BHV,LHE,353105.836602
ISB,KHI,1126306.83248
ISB,UET,691226.105009
KHI,BHV,668659.438464
KHI,ISB,1126306.83248
KHI,LHE,1021512.79963
KHI,LYP,917759.239232
KHI,MUX,723089.341299
KHI,PEW,1094537.11169
KHI,UET,594722.946228
LHE,BHV,353105.836602
LHE,KHI,1021512.79963
LHE,UET,726139.133375
LYP,KHI,917759.239232
MUX,KHI,723089.341299
PEW,KHI,1094537.11169
UET,ISB,691226.105009
UET,KHI,594722.946228
UET,LHE,726139.133375
DME,IJK,974647.00315
DME,KRO,1723791.73348
IJK,DME,974647.00315
IJK,LED,1386630.29696
IJK,SVX,447280.118559
KRO,DME,1723791.73348
LED,IJK,1386630.29696
SVX,IJK,447280.118559
FOR,MXP,7200591.92394
LIN,NAP,649611.720735
MXP,FOR,7200591.92394
NAP,LIN,649611.720735
AAL,BCN,1842093.09567
ABZ,LHR,646348.553344
ACC,MAD,3894223.29996
ACE,BCN,1974129.48116
ACE,BIO,1859369.44345
ACE,LGW,2710193.2488
ACE,MAD,1575749.3948
AGP,AMS,1883658.35293
AGP,BCN,765964.81711
AGP,BIO,749082.323305
AGP,BRU,1735479.3305
AGP,CMN,463048.074541
AGP,CPH,2471544.39718
AGP,CWL,1639536.21734
AGP,DME,3793526.75135
AGP,FCO,1547926.6907
AGP,HAJ,2075863.87238
AGP,HAM,2191705.23643
AGP,LCY,1687853.29548
AGP,LGW,1645200.96144
AGP,LPA,1409546.46217
AGP,LYS,1285169.30707
AGP,MAD,432271.085822
AGP,MLN,208172.307999
AGP,MUC,1854941.8275
AGP,NTE,1189161.24962
AGP,ORY,1450954.79249
AGP,OVD,776991.453272
AGP,PMI,708352.85444
AGP,SCQ,768235.295541
AGP,TFN,1433565.75002
AGP,TLS,919343.936209
AGP,VLC,470626.616108
ALC,AMS,1613156.73224
ALC,BCN,403854.175568
ALC,BIO,592105.562936
ALC,BRU,1458014.90648
ALC,CPH,2164543.93174
ALC,CWL,1474422.26156
ALC,DME,3424913.65775
ALC,FCO,1157194.86381
ALC,IBZ,180268.663375
ALC,LGW,1430911.74265
ALC,LPA,1793639.58983
ALC,MAD,356769.801225
ALC,ORN,295643.722389
ALC,ORY,1184580.69818
ALC,PMI,317467.323122
ALG,BCN,521495.876515
ALG,MAD,725046.047071
AMM,BCN,3188635.89371
AMM,MAD,3652134.2381
AMS,AGP,1883658.35293
AMS,ALC,1613156.73224
AMS,BCN,1241139.91384
AMS,BIO,1152512.55526
AMS,IBZ,1516667.65414
AMS,PMI,1426854.88696
AMS,SVQ,1852069.26419
AMS,VLC,1481113.72765
ANU,LGW,6564032.54172
ANU,PUJ,713359.973908
ANU,SKB,100243.412966
ANU,TAB,673732.505262
AQP,LIM,765518.634692
ARN,BCN,2314928.65808
ARN,LHR,1461966.51804
ARN,MAD,2599387.11034
ATH,BCN,1904505.96417
ATL,LHR,6760553.30015
ATL,MIA,959061.870167
ATL,ORD,976328.203449
AUH,LHR,5516782.04498
AUH,MCT,380652.827695
AUS,LHR,7892391.93218
BAH,DOH,145963.368303
BAH,LHR,5093876.04701
BCN,AAL,1842093.09567
BCN,ACE,1974129.48116
BCN,AGP,765964.81711
BCN,ALC,403854.175568
BCN,ALG,521495.876515
BCN,AMM,3188635.89371
BCN,AMS,1241139.91384
BCN,ARN,2314928.65808
BCN,ATH,1904505.96417
BCN,BES,944915.61286
BCN,BGO,2123204.00964
BCN,BIO,466811.999907
BCN,BJL,3599886.35525
BCN,BLQ,831320.559614
BCN,BOD,453474.172241
BCN,BRI,1226700.16283
BCN,BRU,1083784.01261
BCN,CDG,858738.331929
BCN,CMN,1226516.81221
BCN,CPH,1768575.98106
BCN,CTA,1193269.03767
BCN,CWL,1196817.40608
BCN,DBV,1344591.19141
BCN,DKR,3504096.70182
BCN,DME,3028683.39066
BCN,DRS,1412450.01275
BCN,DTM,1212281.01137
BCN,DUS,1167411.69882
BCN,EAS,391859.220748
BCN,EDI,1676571.51518
BCN,FCO,847868.212617
BCN,FEZ,1027729.85385
BCN,FLR,797549.776564
BCN,FRA,1091976.32504
BCN,FUE,2031886.91029
BCN,GOA,650533.212525
BCN,GOT,1958317.99579
BCN,GRX,680132.992814
BCN,HAJ,1367599.42355
BCN,HAM,1492564.49641
BCN,HEL,2628059.86779
BCN,IBZ,276156.175416
BCN,IEV,2399988.85763
BCN,JFK,6150233.00993
BCN,KBP,2429175.11949
BCN,LCG,887676.413194
BCN,LED,2821926.81866
BCN,LEI,626437.953429
BCN,LEJ,1367703.04224
BCN,LEN,655339.673121
BCN,LGW,1109051.34694
BCN,LHR,1148462.11776
BCN,LIL,1033141.65323
BCN,LIS,993999.624986
BCN,LPA,2174493.8659
BCN,LUX,980291.03608
BCN,LYS,549062.438857
BCN,MAD,482743.920616
BCN,MAH,241047.295971
BCN,MIA,7544845.79141
BCN,MLA,1234204.50023
BCN,MRS,350503.033441
BCN,MUC,1094629.48813
BCN,MXP,720796.219707
BCN,NAP,1023606.09709
BCN,NCE,496298.274294
BCN,NDR,831171.091744
BCN,NTE,714236.510423
BCN,NUE,1149036.60085
BCN,OPO,898661.690391
BCN,ORN,673103.363199
BCN,ORY,826271.784377
BCN,OSL,2190301.78843
BCN,OTP,1981836.40425
BCN,OVD,711582.228615
BCN,PMI,201503.602148
BCN,PMO,1002687.09488
BCN,PRG,1358032.96909
BCN,PSA,731146.013785
BCN,RAK,1404821.26289
BCN,RGS,486621.182571
BCN,RNS,810897.007842
BCN,SCQ,883254.051248
BCN,SDR,539233.78888
BCN,SLM,635900.643276
BCN,STR,994656.155149
BCN,SVG,1970513.41509
BCN,SVQ,809276.972987
BCN,TFN,2194507.99515
BCN,TFS,2245147.75438
BCN,TLS,265846.95871
BCN,TLV,3081678.4289
BCN,TNG,930672.036801
BCN,TRN,625824.042569
BCN,TXL,1510394.98161
BCN,VCE,951753.084321
BCN,VGO,893342.708535
BCN,VIE,1369689.62469
BCN,VLL,578781.823796
BCN,WAW,1869694.41503
BCN,XRY,865722.064401
BCN,ZAG,1229442.21007
BCN,ZRH,856533.354241
BDA,LGW,5540633.85283
BES,BCN,944915.61286
BGI,LGW,6758757.67866
BGO,BCN,2123204.00964
BHD,LHR,502505.405471
BIO,ACE,1859369.44345
BIO,AGP,749082.323305
BIO,ALC,592105.562936
BIO,AMS,1152512.55526
BIO,BCN,466811.999907
BIO,FUE,1919592.22477
BIO,IBZ,609188.528654
BIO,LCG,442296.076866
BIO,LHR,927538.844455
BIO,LPA,2042369.25341
BIO,MAD,316869.677102
BIO,MXP,958250.84512
BIO,ORY,727203.800318
BIO,PMI,627921.379202
BIO,SCQ,449101.850394
BIO,SVQ,701153.472243
BIO,TFN,2038496.17416
BIO,TXL,1579922.01927
BIO,VGO,481418.506716
BIO,VLC,469732.322514
BJL,BCN,3599886.35525
BKK,LHR,9577735.48423
BLQ,BCN,831320.559614
BLQ,MAD,1295587.37497
BLQ,ORY,824938.652765
BOD,BCN,453474.172241
BOD,MAD,535339.21005
BOD,PMI,651364.422745
BOG,MAD,8031422.85483
BOS,LHR,5239443.60846
BOS,MAD,5473021.90096
BRI,BCN,1226700.16283
BRI,FLR,543702.572732
BRU,AGP,1735479.3305
BRU,ALC,1458014.90648
BRU,BCN,1083784.01261
BRU,FCO,1172594.69701
BRU,IBZ,1359459.89874
BRU,LIS,1717467.21366
BRU,MAD,1313591.58478
BRU,OPO,1473399.93591
BRU,PMI,1269193.5496
BRU,SCQ,1320530.78764
BRU,VCE,835759.317532
BRU,VLC,1326506.48049
BUD,LHR,1488931.79548
BWI,LHR,5833180.45477
CAG,FLR,537515.463348
CCS,MAD,7005890.14472
CDG,BCN,858738.331929
CDG,DFW,7944055.28451
CDG,JFK,5833655.54925
CDG,MIA,7371465.13157
CDG,ORD,6664211.42846
CDG,OVD,894669.351385
CDG,SCQ,1084942.00363
CLO,BOG,279306.132074
CMN,AGP,463048.074541
CMN,BCN,1226516.81221
CMN,MAD,869074.578082
CMN,VLC,930930.379641
CPH,AGP,2471544.39718
CPH,ALC,2164543.93174
CPH,BCN,1768575.98106
CPH,FLR,1317047.10414
CPH,MAD,2058336.5605
CPT,LHR,9681621.54315
CTA,BCN,1193269.03767
CTA,FCO,539152.597451
CTA,FLR,776708.435723
CUZ,JUL,287856.515887
CWL,AGP,1639536.21734
CWL,ALC,1474422.26156
CWL,BCN,1196817.40608
DBV,BCN,1344591.19141
DEN,LHR,7496061.79643
DFW,CDG,7944055.28451
DFW,FRA,8256943.89342
DFW,LHR,7626930.30302
DFW,MAD,7972456.18378
DKR,BCN,3504096.70182
DKR,LPA,1482892.75288
DKR,MAD,3165810.7684
DME,AGP,3793526.75135
DME,ALC,3424913.65775
DME,BCN,3028683.39066
DME,MAD,3436005.99436
DME,PMI,3126149.04057
DOH,BAH,145963.368303
DRS,BCN,1412450.01275
DTM,BCN,1212281.01137
DUB,MAD,1451795.33628
DUB,ORD,5895322.41732
DUS,BCN,1167411.69882
DUS,MAD,1439387.33267
DUS,ORD,6788409.0078
EAS,BCN,391859.220748
EAS,MAD,350600.884149
EDI,BCN,1676571.51518
EDI,LHR,532821.733726
EWR,LHR,5561441.71084
EWR,ORY,5855567.57998
EZE,MAD,10086851.2381
FCO,AGP,1547926.6907
FCO,ALC,1157194.86381
FCO,BCN,847868.212617
FCO,BRU,1172594.69701
FCO,CTA,539152.597451
FCO,JFK,6866316.34963
FCO,MAD,1330488.03995
FCO,NTE,1247743.91042
FCO,ORD,7742082.8676
FCO,ORY,1089850.1589
FCO,PRG,935402.699046
FCO,VLC,1103480.8677
FEZ,BCN,1027729.85385
FLR,BCN,797549.776564
FLR,BRI,543702.572732
FLR,CAG,537515.463348
FLR,CPH,1317047.10414
FLR,CTA,776708.435723
FLR,LGW,1180379.12134
FLR,MAD,1270331.88579
FLR,ORY,871414.712275
FLR,PMO,646106.267689
FLR,TXL,984988.290453
FRA,BCN,1091976.32504
FRA,DFW,8256943.89342
FRA,MAD,1418410.90207
FUE,BCN,2031886.91029
FUE,BIO,1919592.22477
FUE,MAD,1635497.4917
GIG,MAD,8147613.78789
GLA,LHR,554048.499063
GOA,BCN,650533.212525
GOT,BCN,1958317.99579
GOT,LHR,1068267.02715
GRU,MAD,8378676.29599
GRX,BCN,680132.992814
GRX,LCY,1620252.99182
GRX,MAD,367931.752227
GRX,MLN,224671.319997
GRX,PMI,624890.628908
GUA,SAL,203333.95803
GVA,MAD,1008568.6622
GYE,MAD,9013970.78434
GYE,UIO,272628.676061
HAJ,AGP,2075863.87238
HAJ,BCN,1367599.42355
HAM,AGP,2191705.23643
HAM,BCN,1492564.49641
HEL,BCN,2628059.86779
HEL,JFK,6607321.57837
HEL,MAD,2945579.72735
IAD,LHR,5901572.56193
IAH,LHR,7762714.16935
IBZ,ALC,180268.663375
IBZ,AMS,1516667.65414
IBZ,BCN,276156.175416
IBZ,BIO,609188.528654
IBZ,BRU,1359459.89874
IBZ,LCY,1408390.1837
IBZ,LHR,1408809.56369
IBZ,MAD,459448.067055
IBZ,ORY,1098368.80806
IBZ,PMI,139104.880068
IBZ,VLC,173937.209264
IEV,BCN,2399988.85763
ILD,PMI,304362.594041
JFK,BCN,6150233.00993
JFK,CDG,5833655.54925
JFK,FCO,6866316.34963
JFK,HEL,6607321.57837
JFK,LCY,5572494.95883
JFK,LHR,5539449.29628
JFK,MAD,5760862.04379
JFK,MAN,5362047.84009
JFK,MXP,6412751.09995
JFK,ORY,5832489.61271
JUL,AQP,180728.03261
KBP,BCN,2429175.11949
KBP,MAD,2872233.51116
KIN,LGW,7536803.74898
LAD,LHR,6836556.83143
LAD,MAD,5752273.59352
LAS,LHR,8394555.77594
LAX,LHR,8759175.06522
LAX,MAD,9385145.3723
LBA,LHR,277602.726675
LCG,BCN,887676.413194
LCG,BIO,442296.076866
LCG,LHR,1085568.06907
LCG,MAD,505863.198042
LCG,SVQ,687208.239247
LCY,AGP,1687853.29548
LCY,GRX,1620252.99182
LCY,IBZ,1408390.1837
LCY,MAD,1255593.87084
LCY,PMI,1344928.95911
LDE,MAD,419618.675662
LED,BCN,2821926.81866
LEI,BCN,626437.953429
LEI,MAD,418893.756575
LEI,MLN,181726.532641
LEJ,BCN,1367703.04224
LEN,BCN,655339.673121
LGW,ACE,2710193.2488
LGW,AGP,1645200.96144
LGW,ALC,1430911.74265
LGW,ANU,6564032.54172
LGW,BCN,1109051.34694
LGW,BDA,5540633.85283
LGW,BGI,6758757.67866
LGW,FLR,1180379.12134
LGW,KIN,7536803.74898
LGW,MCO,6991458.7067
LGW,TFS,2912424.32373
LGW,TPA,7111071.02468
LGW,UVF,6799552.54661
LHR,ABZ,646348.553344
LHR,ARN,1461966.51804
LHR,ATL,6760553.30015
LHR,AUH,5516782.04498
LHR,AUS,7892391.93218
LHR,BAH,5093876.04701
LHR,BCN,1148462.11776
LHR,BEY,3481882.67989
LHR,BHD,502505.405471
LHR,BIO,927538.844455
LHR,BKK,9577735.48423
LHR,BOS,5239443.60846
LHR,BUD,1488931.79548
LHR,BWI,5833180.45477
LHR,DEN,7496061.79643
LHR,DFW,7626930.30302
LHR,EDI,532821.733726
LHR,EWR,5561441.71084
LHR,GLA,554048.499063
LHR,GOT,1068267.02715
LHR,IAD,5901572.56193
LHR,IAH,7762714.16935
LHR,IBZ,1408809.56369
LHR,JFK,5539449.29628
LHR,LAS,8394555.77594
LHR,LAX,8759175.06522
LHR,LBA,277602.726675
LHR,LCG,1085568.06907
LHR,MAD,1244400.11762
LHR,MAN,242168.104356
LHR,MEX,8903646.06747
LHR,MIA,7108833.69378
LHR,NCL,404207.484357
LHR,ORD,6343429.63575
LHR,ORY,366181.362198
LHR,OSL,1204925.00311
LHR,PHL,5689588.29878
LHR,PHX,8462433.76476
LHR,PMI,1348616.54242
LHR,RDU,6215930.82674
LHR,RUH,4940811.1058
LHR,SAN,8806424.20259
LHR,SEA,7701514.46378
LHR,SFO,8615465.62588
LHR,SIN,10883118.4435
LHR,WAW,1469416.30635
LHR,YUL,5213941.97431
LHR,YVR,7578008.16414
LHR,YYC,7014417.34149
LHR,YYZ,5706765.6585
LIL,BCN,1033141.65323
LIM,CUZ,585912.187165
LIM,MAD,9526675.45961
LIN,MAD,1179226.1895
LIS,BCN,993999.624986
LIS,BRU,1717467.21366
LIS,MAD,513371.426506
LIS,ORY,1437246.47625
LOS,MAD,3833119.69236
LPA,AGP,1409546.46217
LPA,ALC,1793639.58983
LPA,BCN,2174493.8659
LPA,BIO,2042369.25341
LPA,DKR,1482892.75288
LPA,MAD,1766257.44877
LPA,NKC,1094996.80203
LPA,ORY,2767389.25264
LPA,SCQ,1778209.66772
LPA,SVQ,1377538.78699
LPA,VLC,1879862.2396
LUX,BCN,980291.03608
LYS,AGP,1285169.30707
LYS,BCN,549062.438857
LYS,MAD,911485.804125
LYS,PMI,712987.326053
LYS,SVQ,1297050.26883
MAD,ACC,3894223.29996
MAD,ACE,1575749.3948
MAD,AGP,432271.085822
MAD,ALC,356769.801225
MAD,ALG,725046.047071
MAD,AMM,3652134.2381
MAD,ARN,2599387.11034
MAD,BCN,482743.920616
MAD,BIO,316869.677102
MAD,BLQ,1295587.37497
MAD,BOD,535339.21005
MAD,BOG,8031422.85483
MAD,BOS,5473021.90096
MAD,BRU,1313591.58478
MAD,CCS,7005890.14472
MAD,CMN,869074.578082
MAD,CPH,2058336.5605
MAD,DFW,7972456.18378
MAD,DKR,3165810.7684
MAD,DME,3436005.99436
MAD,DUB,1451795.33628
MAD,DUS,1439387.33267
MAD,EAS,350600.884149
MAD,EZE,10086851.2381
MAD,FCO,1330488.03995
MAD,FLR,1270331.88579
MAD,FRA,1418410.90207
MAD,FUE,1635497.4917
MAD,GIG,8147613.78789
MAD,GRU,8378676.29599
MAD,GRX,367931.752227
MAD,GUA,8708282.04158
MAD,GVA,1008568.6622
MAD,GYE,9013970.78434
MAD,HEL,2945579.72735
MAD,IBZ,459448.067055
MAD,JFK,5760862.04379
MAD,KBP,2872233.51116
MAD,LAD,5752273.59352
MAD,LAX,9385145.3723
MAD,LCG,505863.198042
MAD,LCY,1255593.87084
MAD,LDE,419618.675662
MAD,LEI,418893.756575
MAD,LHR,1244400.11762
MAD,LIM,9526675.45961
MAD,LIN,1179226.1895
MAD,LIS,513371.426506
MAD,LOS,3833119.69236
MAD,LPA,1766257.44877
MAD,LYS,911485.804125
MAD,MAH,664919.921538
MAD,MEX,9065798.77438
MAD,MIA,7106377.82141
MAD,MJV,384425.054458
MAD,MLN,582206.926295
MAD,MRS,795725.113234
MAD,MUC,1495657.41869
MAD,MXP,1148810.11406
MAD,NCE,956088.50571
MAD,NTE,756891.77045
MAD,OPO,438095.898894
MAD,ORD,6744264.90478
MAD,ORN,599663.611826
MAD,ORY,1027772.25621
MAD,OVD,397549.760023
MAD,PMI,545952.961358
MAD,PNA,299230.398062
MAD,PRG,1749004.37612
MAD,PTY,8157060.86336
MAD,RAK,1066318.30846
MAD,RJL,241456.798301
MAD,SCL,10719660.4144
MAD,SCQ,483023.110314
MAD,SDR,326862.103514
MAD,SJO,8499689.71026
MAD,SOF,2246712.04442
MAD,SPC,1847156.03682
MAD,SSG,4266469.87646
MAD,SVQ,396720.584672
MAD,SXB,1257695.03478
MAD,TFN,1772159.81517
MAD,TFS,1824579.0047
MAD,TLS,535773.539035
MAD,TLV,3544311.63004
MAD,TNG,568448.172753
MAD,TRN,1052234.98181
MAD,TXL,1851957.59044
MAD,UIO,8749176.55568
MAD,VCE,1406263.07402
MAD,VGO,464318.605775
MAD,VIE,1804875.39088
MAD,VLC,285542.439932
MAD,XRY,469729.205364
MAD,ZRH,1238799.49582
MAH,BCN,241047.295971
MAH,MAD,664919.921538
MAH,PMI,132078.910187
MAH,VLC,404351.820878
MAN,JFK,5362047.84009
MAN,LHR,242168.104356
MAN,ORD,6139964.8921
MCO,LGW,6991458.7067
MCT,AUH,380652.827695
MEX,MAD,9065798.77438
MEX,MIA,2050713.8441
MGA,SJO,320532.580154
MIA,ATL,959061.870167
MIA,BCN,7544845.79141
MIA,CDG,7371465.13157
MIA,LHR,7108833.69378
MIA,MAD,7106377.82141
MIA,MSY,1084596.2641
MIA,MXP,7920006.24259
MJV,MAD,384425.054458
MLA,BCN,1234204.50023
MLN,AGP,208172.307999
MLN,GRX,224671.319997
MLN,LEI,181726.532641
MLN,MAD,582206.926295
MRS,BCN,350503.033441
MRS,MAD,795725.113234
MRS,PMI,478675.990774
MSY,MIA,1084596.2641
MUC,AGP,1854941.8275
MUC,BCN,1094629.48813
MUC,MAD,1495657.41869
MXP,BCN,720796.219707
MXP,BIO,958250.84512
MXP,JFK,6412751.09995
MXP,MAD,1148810.11406
MXP,MIA,7920006.24259
NAP,BCN,1023606.09709
NCE,BCN,496298.274294
NCE,MAD,956088.50571
NCL,LHR,404207.484357
NDR,BCN,831171.091744
NKC,LPA,1094996.80203
NTE,AGP,1189161.24962
NTE,BCN,714236.510423
NTE,FCO,1247743.91042
NTE,MAD,756891.77045
NTE,SVQ,1137912.99194
NUE,BCN,1149036.60085
OPO,BCN,898661.690391
OPO,BRU,1473399.93591
OPO,MAD,438095.898894
OPO,ORY,1199909.17374
ORD,ATL,976328.203449
ORD,CDG,6664211.42846
ORD,DUB,5895322.41732
ORD,DUS,6788409.0078
ORD,FCO,7742082.8676
ORD,LHR,6343429.63575
ORD,MAD,6744264.90478
ORD,MAN,6139964.8921
ORD,MSY,1349251.23891
ORN,ALC,295643.722389
ORN,BCN,673103.363199
ORN,MAD,599663.611826
ORY,AGP,1450954.79249
